Код;Имеет ПВЗ;Максимальный вес;Страна;Регион;Город;Улица;Дом;Офис;Эл. почта;Телефоны;График работы;Наименование;Описание;Комментарий к адресу;Ближайшая остановка;Ближайшая остановка метро;
NTG3;Да;;Россия;Свердловская обл.;Нижний Тагил;ул. Красноармейская;79;;M.Kostin@cdek.ru;+73435961094;Пн-Пт 09:00-19:00, Сб 10:00-16:00;На Красноармейской;;;Рудоуправление;;||
MSK65;Да;;Россия;Москва;Москва;ул. Динамовская;1А;110а;D.dymkov@cdek.ru;+79253578826;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Пролетарской;;Метро Крестьянская Застава(Люблинско-Дмитровская линия).От метро до ПВЗ 1 мин 110 м. Выйдя из метро, поверните налево. Далее идем прямо..Заходим в здание. Поверните направо в коридор. оф. 110.;М. Пролетарская;Пролетарская;||
IST5;Да;;Россия;Московская обл.;Истра;ул. Ленина;27;;repina.o@cdek.ru;+74957432014;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Ленина;;;Почта;;||
CHEL11;Да;30.0;Россия;Челябинская обл.;Челябинск;Ул. Пушкина;25;;o.astahova@cdek.ru;+79507333305;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Пушкина;;200м от ТРК Куба в сторону ул. Свободы, 60м направо от пересечения ул. К. Маркса и ул. Пушкина.;ул. Цвиллинга;;||
TLT6;Да;100000.0;Россия;Самарская обл.;Тольятти;ул. Транспортная;19;;toljatti@cdek.ru;+78482634831;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Сортировочный центр (прием/выдача тяжелых грузов);;"""При движении из Центрального района после кольца с ул. Полякова. Двигаемся в обратном направлении движения транспорта до Аптечного проезда 110м. Поворачиваем налево и по Аптечному проезду 400м до пересечения с Транспортной улицей. Справа въезд.""";Автопарковая;;||
NSK30;Да;;Россия;Новосибирская обл.;Новосибирск;пр. Северный;3/8;;nsk@cdek.ru;+73832022250;Пн-Пт 08:00-20:00, Сб-Вс 10:00-18:00;На Северном проезде;;За мегамаркетом «Метро», проезжая Хладокомбинат, налево под шлагбаум. Второй вход.;Торговый Город Левобережный;Ст. м. Карла Маркса;||
EST1;Да;;Россия;Московская обл.;Электросталь;ул. Горького;15;;sorokin.p@cdek.ru;+79689494367;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Горького;;;станция Электросталь;;||
GRZ3;Да;;Россия;Чеченская респ.;Грозный;ул. Маяковского;170;1 этаж;z.irbagieva@cdek.ru;+78712333555;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Маяковского;;Пересечение с ул.Лермонтова.;Маяковская;;||
BLD8;Да;30.0;Россия;Белгородская обл.;Белгород;ул. Губкина;38а;;a.lutikov@cdek.ru;+79155632544;Пн-Пт 09:00-20:00, Сб-Вс 10:00-16:00;На Губкина;;"Остановка ""Ул. Шаландина"" по направлению от ТЦ ""Семейный"" к пр. Ватутина. Офис СДЭК напротив остановки через дорогу.";улица Шаландина;;||
BRK6;Да;30.0;Россия;Брянская обл.;Брянск;ул. 3 Интернационала;4;;BRK6@cdek.ru;+74832422020, +79003551555;Пн-Пт 09:00-19:00, Сб 09:00-16:00;На 3 Интернационала;;"""Автобус 14,19,25,26,29,50 Троллейбус 3,9,11 Маршрутное такси 34,35,36,38,42,44,47,49,50,52,55,58,99,161,166,215,240 50м в сторону Бежицкого рынка до магазина Сотопарк, Акстел.""";Почта, Остановка Бум;;||
VZHS1;Да;;Россия;Марий Эл респ.;Волжск, Волжский р-н;ул. Матющенко;30б;;s.grigoriev@cdek.ru;+79877102888, +78362374374;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Матющенко;;Автобус №400. Ориентир кафе «Прованс», магазин «Каспий». Отдельный вход, белая пластиковая дверь.;Матющенко;;||
APR1;Да;;Россия;Московская обл.;Апрелевка;ул. Парковая;3;;T.Bodrug@cdek.ru;+74959283013, +79254820272;Пн-Пт 10:00-20:00, Сб 10:00-17:00;На Парковой;;От  станции Апрелевка прямо по ул. Первомайская в сторону Сбербанка и МФЦ. Вход в жилом доме, следующем за зданием, в котором расположен магазин ДИКСИ, МФЦ.;Парковая улица;;||
NSK31;Да;30.0;Россия;Новосибирская обл.;Новосибирск;ул. Мясниковой;20;;nsk.rodniki@cdek.ru;+73833196230;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;Родники;;;ТК Лента, Гребенщикова д.3;;||
OSTS1;Да;;Россия;Московская обл.;Островцы;ул. Подмосковная;35;;V.Chernichenko@cdek.ru;+79257912855;Пн-Пт 10:00-19:00, Сб 10:00-16:00;Подмосковная;;Прямо через заправку 250м. Ориентир – 3 одинаковые высотки-башни. Офис расположен в средней.;Тепличный комбинат;;||
MSK67;Да;30.0;Россия;Москва;Москва;ул. Свободы;89, корп.5;;cdek_aw@cdek.ru;+74994954826;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Планерной;;остановка Алёшкино. Ст.м. Планерная 660 м.(Таганско-Краснопресненская линия). Из метро поверните направо, двигайтесь левее вдоль дома с магазинами прямо до пешеходного перехода со светофором. На светофоре не переходя улицу, поверните направо.;;Ст. м. Планерная;||
YELTS1;Да;;Россия;Липецкая обл.;Елец;ул. Ленина;80а;;E.Vorotintcev@cdek.ru;+74746759970, +79046944433;Пн-Пт 10:00-19:00, Сб 10:00-16:00, Вс 10:00-14:00;На Ленина;;Центр города. Здание «Ростелекома». Вход — напротив «Главпочтампа».;Дом Торговли;;||
GOR2;Да;;Россия;Владимирская обл.;Гороховец;ул. Ленина;29;;E.Sedova@cdek.ru;+79209301100;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Ленина;;;Центр, Детский сад №3;;||
VTK1;Да;;Россия;Удмуртия респ.;Воткинск;ул. Робеспьера;17;;votkinsk@cdek.ru;+79508140608;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Робеспьера;;При движении по ул. Кирова, свернуть направо на ул. Робеспьера. Второй дом слева, напротив «Воткинской типографии».;Центр;;||
KIM1;Да;;Россия;Тверская обл.;Кимры;ул. Кирова;4;;au.epifanov@cdek.ru;+74822452522;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Кирова;;;;;||
TYUM12;Да;;Россия;Тюменская обл.;Тюмень;ул. Малыгина;4;;dostavka-tmn@cdek.ru;+73452533222;Пн-Пт 09:00-20:00, Сб-Вс 10:00-16:00;На Малыгина;;Вход с ул. Малыгина.;Мориса Тореза;;||
BRN3;Да;;Россия;Алтайский край;Барнаул;ул. Балтийская;50;;A.Panin@cdek.ru;+73852760066;Пн-Пт 09:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Балтийской;;"""На автобусах:17.18.53.80.119.126. Тролейбус:7. Маршрутное такси:47.51.76 Напротив остановки на противоположной стороне жилой дом с офисными помещениями.""";Балтийская;;||
SZR3;Да;;Россия;Самарская обл.;Сызрань;ул. Володарского;16;2б;g.kozlova@cdek.ru;+78464335202;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Володарского;;;Дворец творчества детей и молодежи, Кузнецкий парк;;||
OMS8;Да;30.0;Россия;Омская обл.;Омск;ул. Конева;12/3;;S.Roleter@cdek.ru;+79681012551, +73812637433;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Конева;;От Фестиваля по ул. Конева в сторону Метромоста, за Конева д.14 повернуть налево. Вход в ТК  Фреско Маркет.;11-й микрорайон;;||
GLD2;Да;;Россия;Краснодарский край;Геленджик;ул. Прасковеевская;3;;l.halafov@cdek.ru;+79886050405;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Прасковеевской;;"По ул. Луначарского, напротив ТЦ ""Фиброус"".";Ул. Новороссийская;;||
NZN1;Да;;Россия;Ингушетия респ.;Назрань;пр-т Базоркина;102;;I.Belharoyev@cdek.ru;+79287301111, +78732220007;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На проспекте Базоркина;;250м со стороны Назрановского круга в сторону завода.;Круг;;||
TKHR1;Да;;Россия;Краснодарский край;Тихорецк;ул. Красноармейская;49/1;;snk@edostavka.ru;+79897735761, +78619671514;Пн-Пт 09:00-19:00, Сб 09:00-16:00;На Красноармейской;;От остановки прямо в сторону библиотеки ТТЖТ 10м, повернуть налево во двор.;Библиотека ТТЖТ;;||
YEKB1;Да;150.0;Россия;Свердловская обл.;Екатеринбург;ул. Шаумяна;93;;e.larina@cdek.ru;+73432150787, +79527273992;Пн-Пт 09:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Шаумяна;;;Ясная, ТЦ Буревестник;;||
KRN2;Да;30.0;Россия;Московская обл.;Красногорск;ул. Успенская;24;;Uspenskaya24@cdek.ru;+74991108651;Пн-Пт 10:00-19:00, Сб 10:00-16:00;На Успенской;;Вход находится с внутренней стороны дома, около жилого подъезда №8;"Магазин ""АТАК"", «Чернево»";Ст. м. Митино, ст. м. Тушинская, ст. м. Мякинино, ст. м. Волоколамская;||
KSK8;Да;50.0;Россия;Красноярский край;Красноярск;ул. Авиаторов;68;;ksk_aviatorov@cdek.ru;+73912347307;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Авиаторов;;Вход со стороны ул. 9 мая;Магазин «Дом Куприяна»;;||
SAR4;Да;;Россия;Саратовская обл.;Саратов;ул. 3-я Дачная;1, корп.14;;director-saratov@cdek.ru;+78452475475;Пн-Пт 10:00-20:00, Сб 10:00-16:00, Вс 10:00-14:00;На Дачной;;ТЦ Дом Мебели, 1 этаж, вход с ул. Дубовикова.;Торговый Центр, ул. Саперная;;||
